STATEMENT_ID,STATEMENT_DATE,DRIVER_ID,DRIVER_NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP_CODE,CURRENCY_CODE,LEG_DATE,BILL_NUMBER,PAY_CODE,PAY_DESCRIPTION,LEG_FROM_ZONE_DESC,LEG_TO_ZONE_DESC,FB_TOTAL_CHARGES,DED_RATE,TOTAL_PAY_AMT,MILES,EMAIL
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,12/6/2023,,OO-MGTFEE,13E-PROGRAM FEE,,,0,12.5,-12.5,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,12/6/2023,,OO-INSLIAB,10E-TRUCK INS&LIAB-A98765,,,0,37.44,-37.44,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,12/6/2023,,OO-FUELTAX,9E-MILEAGE TAXES,,,0,45.92,-45.92,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,12/6/2023,,OO-CLINK,5E-SAT EQUIPMENT-CLINK,,,0,25,-25,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,12/6/2023,,OO-BPLATE,7E-UPS BASEPLATE,,,0,25,-25,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,12/6/2023,,OO-DATALOG,5E-DATA LOGGER,,,0,16,-16,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/22/2023,31858140,OO-FUEL,1X-31858140,,,0,2834.75,-2834.75,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/22/2023,31858140,,R1-Paid by Percentage of Gross,"BOSTON, MA","HOUSTON, TX",4896.41,0,4896.41,1852,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/22/2023,31858140,,OO-DEADHD2 (R2-DEADHEAD DISPATCH TO PICKUP),"BOSTON, MA","HOUSTON, TX",15.75,0,15.75,1852,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/22/2023,31858140,,OO-DFUL (R3-DEADHEAD FUEL),"BOSTON, MA","HOUSTON, TX",8.09,0,8.09,1852,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/22/2023,31858140,,OO-FUEL11 (R3-REEFER FUEL SURCHARGE),"BOSTON, MA","HOUSTON, TX",713.76,0,713.76,1852,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/22/2023,31858140,,OO-TOLLS (R4-TOLLS),"BOSTON, MA","HOUSTON, TX",35.49,0,35.49,1852,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/28/2023,31860414,OO-FUEL,1X-31860414,,,0,1836.55,-1836.55,0,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/28/2023,31860414,,R1-Paid by Percentage of Gross,"HOUSTON, TX","CHICAGO, IL",2638.83,0,2638.83,1085,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/28/2023,31860414,,OO-DFUL (R3-DEADHEAD FUEL),"HOUSTON, TX","CHICAGO, IL",3.41,0,3.41,1085,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/28/2023,31860414,,OO-FUEL11 (R3-REEFER FUEL SURCHARGE),"HOUSTON, TX","CHICAGO, IL",411.22,0,411.22,1085,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/28/2023,31860414,,OO-RELOCA2 (R5-EQPT RELOCATION CHARGE(2)),"HOUSTON, TX","CHICAGO, IL",94.5,0,94.5,1085,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/28/2023,31860414,,OO-SECURE (R5-CONTRACTOR SECURE PROGRAM),"HOUSTON, TX","CHICAGO, IL",196.93,0,196.93,1085,myemail@gmail.com
306708,12/6/2023,A98765,"Company A, Inc.",UNIT #A98765,555 MAIN ST,SPRINGFIELD,OH,45503,USD,11/28/2023,31860414,,OO-TEMPASS (R5-TEMPASSURE CHARGE),"HOUSTON, TX","CHICAGO, IL",328.21,0,328.21,1085,myemail@gmail.com
